overlapGenesTissue1,overlapGenesTissue2,overlapGenesTissue3,overlapGenesTissue4,overlapGenesTissue5,overlapGenesTissue6,overlapGenesTissue7,overlapGenesTissue8,overlapGenesTissue9,overlapGenesTissue10,overlapGenesTissue11,overlapGenesTissue12,overlapGenesTissue13,overlapGenesTissue14,overlapGenesTissue15,overlapGenesTissue16,overlapGenesTissue17,overlapGenesTissue18,overlapGenesTissue19,overlapGenesTissue20,overlapGenesTissue21,overlapGenesTissue22,overlapGenesTissue23,overlapGenesTissue24,overlapGenesTissue25,overlapGenesTissue26,overlapGenesTissue27,overlapGenesTissue28,overlapGenesTissue29,overlapGenesTissue30,overlapGenesTissue31,overlapGenesTissue32,overlapGenesTissue33,overlapGenesTissue34,overlapGenesTissue35,overlapGenesTissue36,overlapGenesTissue37,overlapGenesTissue38,overlapGenesTissue39,overlapGenesTissue40,overlapGenesTissue41,overlapGenesTissue42,overlapGenesTissue43,overlapGenesTissue44,overlapGenesTissue45,overlapGenesTissue46,overlapGenesTissue47,overlapGenesTissue48,overlapGenesTissue49,overlapGenesTissue50,overlapGenesTissue51,overlapGenesTissue52,overlapGenesTissue53,overlapGenesTissue54,overlapGenesTissue55,overlapGenesTissue56,overlapGenesTissue57,overlapGenesTissue58,overlapGenesTissue59,overlapGenesTissue60,overlapGenesTissue61,overlapGenesTissue62,overlapGenesTissue63
,,,,,,,,,,,,,,,,,,,,Mansc1,,,Ormdl2,,,,,,,,,,,,,,,Ppp1r7,,Tmem38b,,,,,,,,,,,,,,,,Sec22b,,,,,,
,,,,,,,,,,,,,,,,,,,,Maob,,,Osbpl1a,,,,,,,,,,,,,,,Ppp1r9b,,Tmpo,,,,,,,,,,,,,,,,Sec23a,,,,,,
,,,,,,,,,,,,,,,,,,,,Mapk8ip1,,,Otud7b,,,,,,,,,,,,,,,Ppp2r4,,Tmx4,,,,,,,,,,,,,,,,Sec23b,,,,,,
,,,,,,,,,,,,,,,,,,,,Mapkapk5,,,P2rx6,,,,,,,,,,,,,,,Ppp4r2,,Tnf,,,,,,,,,,,,,,,,Sec23ip,,,,,,
,,,,,,,,,,,,,,,,,,,,Mapkbp1,,,Pacrg,,,,,,,,,,,,,,,Pqlc1,,Tnfrsf1a,,,,,,,,,,,,,,,,Sec24a,,,,,,
,,,,,,,,,,,,,,,,,,,,Mark3,,,Pafah1b3,,,,,,,,,,,,,,,Pqlc3,,Tnfrsf1b,,,,,,,,,,,,,,,,Sec61a1,,,,,,
,,,,,,,,,,,,,,,,,,,,Marveld2,,,Pam16,,,,,,,,,,,,,,,Prex1,,Tnfrsf21,,,,,,,,,,,,,,,,Sec63,,,,,,
,,,,,,,,,,,,,,,,,,,,Marveld3,,,Paqr7,,,,,,,,,,,,,,,Prkab2,,Tnfrsf4,,,,,,,,,,,,,,,,Sel1l,,,,,,
,,,,,,,,,,,,,,,,,,,,Mast1,,,Paxip1,,,,,,,,,,,,,,,Prkar2a,,Tomm20,,,,,,,,,,,,,,,,Sema5a,,,,,,
,,,,,,,,,,,,,,,,,,,,Mcat,,,Pcm1,,,,,,,,,,,,,,,Prkar2b,,Top2a,,,,,,,,,,,,,,,,Sepn1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mccc2,,,Pcmt1,,,,,,,,,,,,,,,Prosc,,Tpm3-rs7,,,,,,,,,,,,,,,,Sept10,,,,,,
,,,,,,,,,,,,,,,,,,,,Mdm1,,,Pcnt,,,,,,,,,,,,,,,Prpf38b,,Tpm4,,,,,,,,,,,,,,,,Sept7,,,,,,
,,,,,,,,,,,,,,,,,,,,Me2,,,Pcyt1a,,,,,,,,,,,,,,,Prr5l,,Tppp3,,,,,,,,,,,,,,,,Sept8,,,,,,
,,,,,,,,,,,,,,,,,,,,Meaf6,,,Pddc1,,,,,,,,,,,,,,,Psd4,,Tpx2,,,,,,,,,,,,,,,,Serpina3c,,,,,,
,,,,,,,,,,,,,,,,,,,,Med1,,,Pdia4,,,,,,,,,,,,,,,Psma4,,Trem1,,,,,,,,,,,,,,,,Sesn1,,,,,,
,,,,,,,,,,,,,,,,,,,,Med20,,,Pdxk,,,,,,,,,,,,,,,Psma5,,Trem2,,,,,,,,,,,,,,,,Setd5,,,,,,
,,,,,,,,,,,,,,,,,,,,Mepce,,,Pepd,,,,,,,,,,,,,,,Psma6,,Trem3,,,,,,,,,,,,,,,,Setd7,,,,,,
,,,,,,,,,,,,,,,,,,,,Mfn1,,,Per3,,,,,,,,,,,,,,,Psmb1,,Treml4,,,,,,,,,,,,,,,,Sfrp1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mfsd12,,,Pex13,,,,,,,,,,,,,,,Psmb2,,Trim47,,,,,,,,,,,,,,,,Sfxn1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mgat4b,,,Pfdn2,,,,,,,,,,,,,,,Psmb4,,Trim59,,,,,,,,,,,,,,,,Sgcb,,,,,,
,,,,,,,,,,,,,,,,,,,,Mical2,,,Pfdn4,,,,,,,,,,,,,,,Psmb5,,Trmt10c,,,,,,,,,,,,,,,,Sh3d19,,,,,,
,,,,,,,,,,,,,,,,,,,,Micall1,,,Pfn2,,,,,,,,,,,,,,,Psmd8,,Tsix,,,,,,,,,,,,,,,,Sh3rf1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mink1,,,Pgs1,,,,,,,,,,,,,,,Ptcd2,,Tspan13,,,,,,,,,,,,,,,,Shc1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mkrn1,,,Phf1,,,,,,,,,,,,,,,Ptchd1,,Tspan3,,,,,,,,,,,,,,,,Sidt2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mks1,,,Phf17,,,,,,,,,,,,,,,Ptger1,,Tspo,,,,,,,,,,,,,,,,Sil1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mllt10,,,Phf20l1,,,,,,,,,,,,,,,Ptges3,,Tuba1b,,,,,,,,,,,,,,,,Sirt2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mllt6,,,Pi4k2b,,,,,,,,,,,,,,,Ptp4a2,,Twistnb,,,,,,,,,,,,,,,,Slc10a6,,,,,,
,,,,,,,,,,,,,,,,,,,,Mmaa,,,Pick1,,,,,,,,,,,,,,,Ptpn2,,Txn1,,,,,,,,,,,,,,,,Slc12a4,,,,,,
,,,,,,,,,,,,,,,,,,,,Mpnd,,,Pigyl,,,,,,,,,,,,,,,Ptpn7,,Txndc15,,,,,,,,,,,,,,,,Slc17a5,,,,,,
,,,,,,,,,,,,,,,,,,,,Mpp5,,,Pisd-ps3,,,,,,,,,,,,,,,Ptprs,,Tyms,,,,,,,,,,,,,,,,Slc25a24,,,,,,
,,,,,,,,,,,,,,,,,,,,Mpp7,,,Pkp2,,,,,,,,,,,,,,,Pts,,Uba2,,,,,,,,,,,,,,,,Slc27a3,,,,,,
,,,,,,,,,,,,,,,,,,,,Mppe1,,,Pla2g4a,,,,,,,,,,,,,,,Pum2,,Ubb,,,,,,,,,,,,,,,,Slc35b2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mprip,,,Plin5,,,,,,,,,,,,,,,Pvrl1,,Ubc,,,,,,,,,,,,,,,,Slc35f5,,,,,,
,,,,,,,,,,,,,,,,,,,,Mr1,,,Plk1s1,,,,,,,,,,,,,,,Pygo2,,Ube2c,,,,,,,,,,,,,,,,Slc38a10,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrpl10,,,Plxnb1,,,,,,,,,,,,,,,Pyhin1,,Ube2t,,,,,,,,,,,,,,,,Slc39a13,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrpl18,,,Pm20d2,,,,,,,,,,,,,,,Qars,,Ufd1l,,,,,,,,,,,,,,,,Slc44a1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrpl38,,,Pmpca,,,,,,,,,,,,,,,R3hdm2,,Uhrf2,,,,,,,,,,,,,,,,Slc7a6,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrpl43,,,Pnpla6,,,,,,,,,,,,,,,Rab11fip1,,Uqcc1,,,,,,,,,,,,,,,,Slco2b1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrps24,,,Pole3,,,,,,,,,,,,,,,Rab21,,Usp18,,,,,,,,,,,,,,,,Slco3a1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mrps25,,,Polk,,,,,,,,,,,,,,,Rab22a,,Utp4,,,,,,,,,,,,,,,,Slit2,,,,,,
,,,,,,,,,,,,,,,,,,,,Msh2,,,Polr2j,,,,,,,,,,,,,,,Rab35,,Vps16,,,,,,,,,,,,,,,,Slmap,,,,,,
,,,,,,,,,,,,,,,,,,,,Msl3,,,Polr3k,,,,,,,,,,,,,,,Rab7l1,,Vps37b,,,,,,,,,,,,,,,,Smad3,,,,,,
,,,,,,,,,,,,,,,,,,,,Mta1,,,Pon2,,,,,,,,,,,,,,,Rabep1,,Vsir,,,,,,,,,,,,,,,,Smarca5,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtap1a,,,Ppp1r14c,,,,,,,,,,,,,,,Rad21,,Wdr12,,,,,,,,,,,,,,,,Smarcb1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtap4,,,Ppp1r32,,,,,,,,,,,,,,,Ranbp2,,Wdr4,,,,,,,,,,,,,,,,Smarcc1,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtfr1,,,Ppp1r42,,,,,,,,,,,,,,,Rangap1,,Wfdc17,,,,,,,,,,,,,,,,Smarcc2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mthfd1,,,Ppp6r1,,,,,,,,,,,,,,,Rap1gds1,,Wfdc21,,,,,,,,,,,,,,,,Smarcd2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mthfsd,,,Prdm16,,,,,,,,,,,,,,,Rap2b,,Xbp1,,,,,,,,,,,,,,,,Smo,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtmr12,,,Prdx4,,,,,,,,,,,,,,,Rasa4,,Xpc,,,,,,,,,,,,,,,,Smtn,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtmr7,,,Prepl,,,,,,,,,,,,,,,Rassf2,,Ybx1,,,,,,,,,,,,,,,,Snai2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtor,,,Prkag2,,,,,,,,,,,,,,,Rassf5,,Zbed3,,,,,,,,,,,,,,,,Snap47,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtus2,,,Prkci,,,,,,,,,,,,,,,Rbbp8,,Zbp1,,,,,,,,,,,,,,,,Sntb2,,,,,,
,,,,,,,,,,,,,,,,,,,,Mtx2,,,Prkcz,,,,,,,,,,,,,,,Rbm14,,Zfand5,,,,,,,,,,,,,,,,Snx14,,,,,,
,,,,,,,,,,,,,,,,,,,,Mum1l1,,,Prmt2,,,,,,,,,,,,,,,Rbm17,,Zfand6,,,,,,,,,,,,,,,,Snx18,,,,,,
,,,,,,,,,,,,,,,,,,,,Mxi1,,,Procr,,,,,,,,,,,,,,,Rbm3,,Znhit3,,,,,,,,,,,,,,,,Snx33,,,,,,
,,,,,,,,,,,,,,,,,,,,Myg1,,,Prr18,,,,,,,,,,,,,,,Rbm47,,mt-Rnr1,,,,,,,,,,,,,,,,Sp3,,,,,,
,,,,,,,,,,,,,,,,,,,,Myo1d,,,Psmc3ip,,,,,,,,,,,,,,,Rbm8a,,mt-Rnr2,,,,,,,,,,,,,,,,Spats2l,,,,,,
,,,,,,,,,,,,,,,,,,,,Myo1e,,,Psmd10,,,,,,,,,,,,,,,Rcc2,,,,,,,,,,,,,,,,,,Sphk1,,,,,,
,,,,,,,,,,,,,,,,,,,,Myo1h,,,Psmd9,,,,,,,,,,,,,,,Reep5,,,,,,,,,,,,,,,,,,Spsb1,,,,,,
,,,,,,,,,,,,,,,,,,,,Naaa,,,Ptges2,,,,,,,,,,,,,,,Relt,,,,,,,,,,,,,,,,,,Spsb3,,,,,,
,,,,,,,,,,,,,,,,,,,,Nacc2,,,Ptgr1,,,,,,,,,,,,,,,Rexo2,,,,,,,,,,,,,,,,,,Spty2d1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nap1l4,,,Ptms,,,,,,,,,,,,,,,Rexo4,,,,,,,,,,,,,,,,,,Srd5a3,,,,,,
,,,,,,,,,,,,,,,,,,,,Napg,,,Ptov1,,,,,,,,,,,,,,,Rfwd2,,,,,,,,,,,,,,,,,,Srebf1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nasp,,,Ptpla,,,,,,,,,,,,,,,Rfxank,,,,,,,,,,,,,,,,,,Srebf2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nbas,,,Ptpmt1,,,,,,,,,,,,,,,Rfxap,,,,,,,,,,,,,,,,,,Srf,,,,,,
,,,,,,,,,,,,,,,,,,,,Nbea,,,Ptprf,,,,,,,,,,,,,,,Rgag4,,,,,,,,,,,,,,,,,,Srpx2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nbn,,,Purb,,,,,,,,,,,,,,,Rhof,,,,,,,,,,,,,,,,,,Ssbp2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nbr1,,,Pvrl2,,,,,,,,,,,,,,,Rnd3,,,,,,,,,,,,,,,,,,Sspn,,,,,,
,,,,,,,,,,,,,,,,,,,,Ncbp2,,,Pvrl4,,,,,,,,,,,,,,,Rnf166,,,,,,,,,,,,,,,,,,St8sia2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nceh1,,,Pycr2,,,,,,,,,,,,,,,Rnf169,,,,,,,,,,,,,,,,,,Stambpl1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nckap1,,,Qsox2,,,,,,,,,,,,,,,Rnf20,,,,,,,,,,,,,,,,,,Stau1,,,,,,
,,,,,,,,,,,,,,,,,,,,Ncoa5,,,Rab11fip1,,,,,,,,,,,,,,,Rnf220,,,,,,,,,,,,,,,,,,Steap3,,,,,,
,,,,,,,,,,,,,,,,,,,,Ncor1,,,Rab15,,,,,,,,,,,,,,,Rnh1,,,,,,,,,,,,,,,,,,Steap4,,,,,,
,,,,,,,,,,,,,,,,,,,,Ndufaf2,,,Rabl5,,,,,,,,,,,,,,,Rp9,,,,,,,,,,,,,,,,,,Stim1,,,,,,
,,,,,,,,,,,,,,,,,,,,Ndufs1,,,Rae1,,,,,,,,,,,,,,,Rpa3,,,,,,,,,,,,,,,,,,Stt3a,,,,,,
,,,,,,,,,,,,,,,,,,,,Ndufs3,,,Ralgapa2,,,,,,,,,,,,,,,Rpf2,,,,,,,,,,,,,,,,,,Stt3b,,,,,,
,,,,,,,,,,,,,,,,,,,,Neat1,,,Rassf7,,,,,,,,,,,,,,,Rpl36a,,,,,,,,,,,,,,,,,,Stx6,,,,,,
,,,,,,,,,,,,,,,,,,,,Nebl,,,Rassf9,,,,,,,,,,,,,,,Rpl37a,,,,,,,,,,,,,,,,,,Stxbp3a,,,,,,
,,,,,,,,,,,,,,,,,,,,Nedd4l,,,Rbm24,,,,,,,,,,,,,,,Rpl38,,,,,,,,,,,,,,,,,,Sulf1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nek11,,,Rbm47,,,,,,,,,,,,,,,Rpl7l1,,,,,,,,,,,,,,,,,,Sulf2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nek3,,,Rcc2,,,,,,,,,,,,,,,Rpp30,,,,,,,,,,,,,,,,,,Sult5a1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nek4,,,Rd3,,,,,,,,,,,,,,,Rps19-ps3,,,,,,,,,,,,,,,,,,Sumf1,,,,,,
,,,,,,,,,,,,,,,,,,,,Ngef,,,Reep4,,,,,,,,,,,,,,,Rps27,,,,,,,,,,,,,,,,,,Syde1,,,,,,
,,,,,,,,,,,,,,,,,,,,Ngly1,,,Rev3l,,,,,,,,,,,,,,,Rragc,,,,,,,,,,,,,,,,,,Syne2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nipa1,,,Rfx2,,,,,,,,,,,,,,,Rrn3,,,,,,,,,,,,,,,,,,Synpo,,,,,,
,,,,,,,,,,,,,,,,,,,,Nipa2,,,Rfx3,,,,,,,,,,,,,,,Rrp9,,,,,,,,,,,,,,,,,,Syt11,,,,,,
,,,,,,,,,,,,,,,,,,,,Nit1,,,Rgnef,,,,,,,,,,,,,,,Rsph3a,,,,,,,,,,,,,,,,,,Tars,,,,,,
,,,,,,,,,,,,,,,,,,,,Nln,,,Rgs11,,,,,,,,,,,,,,,Rsph3b,,,,,,,,,,,,,,,,,,Taz,,,,,,
,,,,,,,,,,,,,,,,,,,,Nmt2,,,Rhobtb1,,,,,,,,,,,,,,,Rsrc1,,,,,,,,,,,,,,,,,,Tbc1d9b,,,,,,
,,,,,,,,,,,,,,,,,,,,Nolc1,,,Ribc1,,,,,,,,,,,,,,,Rtn1,,,,,,,,,,,,,,,,,,Tbl1x,,,,,,
,,,,,,,,,,,,,,,,,,,,Notch3,,,Ric8,,,,,,,,,,,,,,,Runx1,,,,,,,,,,,,,,,,,,Tbx4,,,,,,
,,,,,,,,,,,,,,,,,,,,Npas2,,,Rilpl2,,,,,,,,,,,,,,,Rusc1,,,,,,,,,,,,,,,,,,Tbx5,,,,,,
,,,,,,,,,,,,,,,,,,,,Npepps,,,Rin2,,,,,,,,,,,,,,,S100a10,,,,,,,,,,,,,,,,,,Tcf12,,,,,,
,,,,,,,,,,,,,,,,,,,,Nphp3,,,Rnf10,,,,,,,,,,,,,,,Safb2,,,,,,,,,,,,,,,,,,Tcf7l1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nqo1,,,Rnf14,,,,,,,,,,,,,,,Sap30,,,,,,,,,,,,,,,,,,Tcf7l2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nr1d1,,,Rnf32,,,,,,,,,,,,,,,Sash3,,,,,,,,,,,,,,,,,,Tcp11l2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nrbf2,,,Rnf5,,,,,,,,,,,,,,,Sc4mol,,,,,,,,,,,,,,,,,,Tead1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nrg1,,,Ropn1l,,,,,,,,,,,,,,,Sdccag8,,,,,,,,,,,,,,,,,,Tecr,,,,,,
,,,,,,,,,,,,,,,,,,,,Nrm,,,Rp1,,,,,,,,,,,,,,,Sec61g,,,,,,,,,,,,,,,,,,Tfpi,,,,,,
,,,,,,,,,,,,,,,,,,,,Nsfl1c,,,Rpa3,,,,,,,,,,,,,,,Sept3,,,,,,,,,,,,,,,,,,Tgfb2,,,,,,
,,,,,,,,,,,,,,,,,,,,Nsun7,,,Rpap3,,,,,,,,,,,,,,,Serbp1,,,,,,,,,,,,,,,,,,Thbs3,,,,,,
,,,,,,,,,,,,,,,,,,,,Nt5c2,,,Rpgr,,,,,,,,,,,,,,,Serhl,,,,,,,,,,,,,,,,,,Tiparp,,,,,,
,,,,,,,,,,,,,,,,,,,,Nt5dc3,,,Rpgrip1l,,,,,,,,,,,,,,,Setd7,,,,,,,,,,,,,,,,,,Tle3,,,,,,
,,,,,,,,,,,,,,,,,,,,Nub1,,,Rps27l,,,,,,,,,,,,,,,Setd8,,,,,,,,,,,,,,,,,,Tm7sf3,,,,,,
,,,,,,,,,,,,,,,,,,,,Nudt16,,,Rragd,,,,,,,,,,,,,,,Setx,,,,,,,,,,,,,,,,,,Tm9sf1,,,,,,
,,,,,,,,,,,,,,,,,,,,Nudt18,,,Rrp7a,,,,,,,,,,,,,,,Sf3b5,,,,,,,,,,,,,,,,,,Tm9sf4,,,,,,
,,,,,,,,,,,,,,,,,,,,Nudt21,,,Rsph3a,,,,,,,,,,,,,,,Sfr1,,,,,,,,,,,,,,,,,,Tmem106b,,,,,,
,,,,,,,,,,,,,,,,,,,,Nufip2,,,Rsph3b,,,,,,,,,,,,,,,Sft2d2,,,,,,,,,,,,,,,,,,Tmem110,,,,,,
,,,,,,,,,,,,,,,,,,,,Numa1,,,Rtdr1,,,,,,,,,,,,,,,Sh2d1b1,,,,,,,,,,,,,,,,,,Tmem115,,,,,,
,,,,,,,,,,,,,,,,,,,,Nup153,,,Rundc1,,,,,,,,,,,,,,,Sh3gl1,,,,,,,,,,,,,,,,,,Tmem127,,,,,,
,,,,,,,,,,,,,,,,,,,,Nup50,,,Runx1,,,,,,,,,,,,,,,Sh3pxd2b,,,,,,,,,,,,,,,,,,Tmem129,,,,,,
,,,,,,,,,,,,,,,,,,,,Nup88,,,Sbno1,,,,,,,,,,,,,,,Shfm1,,,,,,,,,,,,,,,,,,Tmem132c,,,,,,
,,,,,,,,,,,,,,,,,,,,Nxph3,,,Sccpdh,,,,,,,,,,,,,,,Siah2,,,,,,,,,,,,,,,,,,Tmem150a,,,,,,
,,,,,,,,,,,,,,,,,,,,ORF61,,,Scn1b,,,,,,,,,,,,,,,Siglecg,,,,,,,,,,,,,,,,,,Tmem161a,,,,,,
,,,,,,,,,,,,,,,,,,,,Olfml2a,,,Scrn2,,,,,,,,,,,,,,,Sin3b,,,,,,,,,,,,,,,,,,Tmem175,,,,,,
,,,,,,,,,,,,,,,,,,,,Opa1,,,Scrn3,,,,,,,,,,,,,,,Sirt7,,,,,,,,,,,,,,,,,,Tmem188,,,,,,
,,,,,,,,,,,,,,,,,,,,Optn,,,Sdc1,,,,,,,,,,,,,,,Slc12a9,,,,,,,,,,,,,,,,,,Tmem200b,,,,,,
,,,,,,,,,,,,,,,,,,,,Orai2,,,Sdc4,,,,,,,,,,,,,,,Slc15a3,,,,,,,,,,,,,,,,,,Tmem214,,,,,,
,,,,,,,,,,,,,,,,,,,,Osbpl3,,,Sdccag8,,,,,,,,,,,,,,,Slc24a6,,,,,,,,,,,,,,,,,,Tmem30a,,,,,,
,,,,,,,,,,,,,,,,,,,,Osgin1,,,Sec14l1,,,,,,,,,,,,,,,Slc25a11,,,,,,,,,,,,,,,,,,Tmem38a,,,,,,
,,,,,,,,,,,,,,,,,,,,Otub1,,,Sema3e,,,,,,,,,,,,,,,Slc25a20,,,,,,,,,,,,,,,,,,Tmem38b,,,,,,
,,,,,,,,,,,,,,,,,,,,Otud3,,,Senp6,,,,,,,,,,,,,,,Slc25a3,,,,,,,,,,,,,,,,,,Tmem39a,,,,,,
,,,,,,,,,,,,,,,,,,,,P4htm,,,Setd8,,,,,,,,,,,,,,,Slc25a38,,,,,,,,,,,,,,,,,,Tmem43,,,,,,
,,,,,,,,,,,,,,,,,,,,Pabpn1,,,Sfxn2,,,,,,,,,,,,,,,Slc25a45,,,,,,,,,,,,,,,,,,Tmem45a,,,,,,
,,,,,,,,,,,,,,,,,,,,Paf1,,,Sh3bgrl2,,,,,,,,,,,,,,,Slc2a1,,,,,,,,,,,,,,,,,,Tmem5,,,,,,
,,,,,,,,,,,,,,,,,,,,Paics,,,Shfm1,,,,,,,,,,,,,,,Slc38a1,,,,,,,,,,,,,,,,,,Tmem55a,,,,,,
,,,,,,,,,,,,,,,,,,,,Paip1,,,Sirt3,,,,,,,,,,,,,,,Slc43a2,,,,,,,,,,,,,,,,,,Tmem64,,,,,,
,,,,,,,,,,,,,,,,,,,,Parva,,,Siva1,,,,,,,,,,,,,,,Slc4a7,,,,,,,,,,,,,,,,,,Tmem87b,,,,,,
,,,,,,,,,,,,,,,,,,,,Patl1,,,Six1,,,,,,,,,,,,,,,Slc9a3r1,,,,,,,,,,,,,,,,,,Tmem97,,,,,,
,,,,,,,,,,,,,,,,,,,,Pawr,,,Slc11a2,,,,,,,,,,,,,,,Slmo2,,,,,,,,,,,,,,,,,,Tmem98,,,,,,
,,,,,,,,,,,,,,,,,,,,Pcgf5,,,Slc12a7,,,,,,,,,,,,,,,Smchd1,,,,,,,,,,,,,,,,,,Tmtc1,,,,,,
,,,,,,,,,,,,,,,,,,,,Pcyt2,,,Slc16a11,,,,,,,,,,,,,,,Snap23,,,,,,,,,,,,,,,,,,Tmtc3,,,,,,
,,,,,,,,,,,,,,,,,,,,Pde4a,,,Slc16a3,,,,,,,,,,,,,,,Snrnp200,,,,,,,,,,,,,,,,,,Tmx2,,,,,,
,,,,,,,,,,,,,,,,,,,,Pdf,,,Slc16a7,,,,,,,,,,,,,,,Snrnp70,,,,,,,,,,,,,,,,,,Tmx3,,,,,,
,,,,,,,,,,,,,,,,,,,,Pdk3,,,Slc1a4,,,,,,,,,,,,,,,Snrpb2,,,,,,,,,,,,,,,,,,Tnks1bp1,,,,,,
,,,,,,,,,,,,,,,,,,,,Pdk4,,,Slc25a10,,,,,,,,,,,,,,,Snrpd2,,,,,,,,,,,,,,,,,,Tnpo1,,,,,,
,,,,,,,,,,,,,,,,,,,,Pdpk1,,,Slc25a37,,,,,,,,,,,,,,,Snrpd3,,,,,,,,,,,,,,,,,,Tob1,,,,,,
,,,,,,,,,,,,,,,,,,,,Pdrg1,,,Slc27a1,,,,,,,,,,,,,,,Snrpg,,,,,,,,,,,,,,,,,,Tob2,,,,,,
,,,,,,,,,,,,,,,,,,,,Pds5a,,,Slc2a1,,,,,,,,,,,,,,,Snx10,,,,,,,,,,,,,,,,,,Tom1l2,,,,,,
,,,,,,,,,,,,,,,,,,,,Pex11a,,,Slc31a1,,,,,,,,,,,,,,,Snx22,,,,,,,,,,,,,,,,,,Topors,,,,,,
,,,,,,,,,,,,,,,,,,,,Pex11b,,,Slc35e3,,,,,,,,,,,,,,,Snx9,,,,,,,,,,,,,,,,,,Tor1aip1,,,,,,
,,,,,,,,,,,,,,,,,,,,Pex11c,,,Slc38a6,,,,,,,,,,,,,,,Soat1,,,,,,,,,,,,,,,,,,Tor1aip2,,,,,,
,,,,,,,,,,,,,,,,,,,,Pfdn5,,,Slc39a9,,,,,,,,,,,,,,,Sod1,,,,,,,,,,,,,,,,,,Tox4,,,,,,
,,,,,,,,,,,,,,,,,,,,Pfkl,,,Slc44a4,,,,,,,,,,,,,,,Sod2,,,,,,,,,,,,,,,,,,Tpp1,,,,,,
,,,,,,,,,,,,,,,,,,,,Phactr4,,,Slc4a8,,,,,,,,,,,,,,,Sowahc,,,,,,,,,,,,,,,,,,Tpp2,,,,,,
,,,,,,,,,,,,,,,,,,,,Phf3,,,Slc6a14,,,,,,,,,,,,,,,Sp110,,,,,,,,,,,,,,,,,,Traf3ip2,,,,,,
,,,,,,,,,,,,,,,,,,,,Phip,,,Slc6a6,,,,,,,,,,,,,,,Spata13,,,,,,,,,,,,,,,,,,Tram1,,,,,,
,,,,,,,,,,,,,,,,,,,,Phkb,,,Slc7a2,,,,,,,,,,,,,,,Spg21,,,,,,,,,,,,,,,,,,Trf,,,,,,
,,,,,,,,,,,,,,,,,,,,Phrf1,,,Slc7a7,,,,,,,,,,,,,,,Sphk2,,,,,,,,,,,,,,,,,,Trim3,,,,,,
,,,,,,,,,,,,,,,,,,,,Pi4k2a,,,Smad5,,,,,,,,,,,,,,,Spint1,,,,,,,,,,,,,,,,,,Trio,,,,,,
,,,,,,,,,,,,,,,,,,,,Pias2,,,Smarca4,,,,,,,,,,,,,,,Spire1,,,,,,,,,,,,,,,,,,Trip10,,,,,,
,,,,,,,,,,,,,,,,,,,,Pigs,,,Smarcc1,,,,,,,,,,,,,,,Sqle,,,,,,,,,,,,,,,,,,Trip6,,,,,,
,,,,,,,,,,,,,,,,,,,,Pigy,,,Smox,,,,,,,,,,,,,,,Srebf2,,,,,,,,,,,,,,,,,,Trove2,,,,,,
,,,,,,,,,,,,,,,,,,,,Pik3c2b,,,Smpd3,,,,,,,,,,,,,,,Srek1ip1,,,,,,,,,,,,,,,,,,Trp53i13,,,,,,
,,,,,,,,,,,,,,,,,,,,Pik3r2,,,Sms,,,,,,,,,,,,,,,Srgap3,,,,,,,,,,,,,,,,,,Trps1,,,,,,
